path,family,extension,size_bytes,sha256,policy_status,evidence_files,is_evidence_file,required_action
assets/data/ability_localization_it_141_150.json,assets/data,.json,2042,b6f3487d6b30d73d85597070ab64db4bb83aecb3a23b6c77a51f1caeac80c277,mixed,,false,Source and redistribution terms must be linked file by file.
assets/data/ability_localization_it_151_160.json,assets/data,.json,1966,60ecf5409a7b0e3dd6a1f6bf85a99fbd0ad5f9b27bf3a668bade9e44d1e6a7fb,mixed,,false,Source and redistribution terms must be linked file by file.
assets/data/ability_localization_it_161_170.json,assets/data,.json,2195,e4aad8dbfe683ca1d4d0673b0634234436f6d62af3615cdbe9bedb712bcef51f,mixed,,false,Source and redistribution terms must be linked file by file.
assets/data/ability_localization_it_171_180.json,assets/data,.json,1969,c2de65cf1be5f7fecf17b2b3fbf8f9aad4084cbba1c423c0c717ae18b4adf605,mixed,,false,Source and redistribution terms must be linked file by file.
assets/data/ability_localization_it_181_190.json,assets/data,.json,2153,e3e0de19445ffa7855bda5fbebdbdb9378952f6e7d4028c7f6c8c2d1dfff0f00,mixed,,false,Source and redistribution terms must be linked file by file.
assets/data/ability_localization_it_191_200.json,assets/data,.json,2431,ad5d0caecc207f4bc27f20025f501f6b7e81defd90d1e586aa13f954af10cb56,mixed,,false,Source and redistribution terms must be linked file by file.
assets/data/ability_localization_it_201_210.json,assets/data,.json,2270,b72d738bde6d5e2dac6706c69f9bd36d6ee6d89657f052b16d4ce36122eda374,mixed,,false,Source and redistribution terms must be linked file by file.
assets/data/ability_localization_it_211_220.json,assets/data,.json,1808,55aa5a532ee7ffd179c436b89b193506f1bddec9ed5a17a186ed6d79ec9158ea,mixed,,false,Source and redistribution terms must be linked file by file.
assets/data/ability_localization_it_221_230.json,assets/data,.json,2130,bcdb2ede2b431471989ad3e483b6ead49825d0805cd7c07ce190d81d4551cf3c,mixed,,false,Source and redistribution terms must be linked file by file.
assets/data/ability_localization_it_231_240.json,assets/data,.json,2508,d552b3238d7f11e8db601e55e3d57a00a22f4b8a8d95a967c04625cbb27b910f,mixed,,false,Source and redistribution terms must be linked file by file.
assets/data/ability_localization_it_241_250.json,assets/data,.json,2208,93781a04f736a0583fbf83df6e938135501b9606a102db1f802f2856fd955e42,mixed,,false,Source and redistribution terms must be linked file by file.
assets/data/ability_localization_it_251_260.json,assets/data,.json,1971,f6aaa848cb9fd210c8677c2429295c0589bd515d84c8e62af81b238a8d95c484,mixed,,false,Source and redistribution terms must be linked file by file.
assets/data/ability_localization_it_261_270.json,assets/data,.json,2407,96a5127cb95a271f4c90cf2ab865232efe26a91bff286823917ab87c0ca4b20f,mixed,,false,Source and redistribution terms must be linked file by file.
assets/data/ability_localization_it_271_280.json,assets/data,.json,1844,c7c29e62103489de0a1dabb1d333651643f67a1de1544b7ca9191ad7ebd46fc0,mixed,,false,Source and redistribution terms must be linked file by file.
assets/data/ability_localization_it_281_290.json,assets/data,.json,2239,ec45559f0edfcf7076d15b96ed55f72de58bc3c8e8c612a3bce27258ff9429ab,mixed,,false,Source and redistribution terms must be linked file by file.
assets/data/ability_localization_it_291_300.json,assets/data,.json,2124,1ceec81946774595a59c04f5f2c3b4f26edd0d48226a8a5d690d177434879122,mixed,,false,Source and redistribution terms must be linked file by file.
assets/data/ability_localization_it_301_310.json,assets/data,.json,2410,270864125ab4e4d9a2e4437f7b98031883d1d80670d123bbb3dc81f1e9d4a2d7,mixed,,false,Source and redistribution terms must be linked file by file.
assets/data/ability_localization_it_311_320.json,assets/data,.json,2203,4a29299d84f8e8b35df3676297ffa10e82a9f0b7a48169f78c379ae0f129a700,mixed,,false,Source and redistribution terms must be linked file by file.
assets/data/ability_localization_it_321_330.json,assets/data,.json,3022,5e4b5e78b348d5d703784f9af88e0c12cb18fb6dd4ee671cd732069c95fe02f8,mixed,,false,Source and redistribution terms must be linked file by file.
assets/data/ability_names_it_custom.json,assets/data,.json,2564,3741711d768f7d9c0b606934d5536b3128ea94c0359bfbd364caf6082aee111c,mixed,,false,Source and redistribution terms must be linked file by file.
assets/data/ability_names_it_official.json,assets/data,.json,36975,d9719ac4ffadaa6cf3808a82ba09c2e74dcbf1f3282d971b2e02799b97d7ec58,mixed,,false,Source and redistribution terms must be linked file by file.
assets/data/breeding_species.json,assets/data,.json,110937,a1576fee3c7b1d405b72f0c12d3a7c1c186e24df729ccd27984e0d2e7ea84bb7,mixed,,false,Source and redistribution terms must be linked file by file.
assets/data/evolve.json,assets/data,.json,71124,8be6958c8d227103ff4d25cdc66fc2d4b04da2b48a55d47c2eca090fcd3ae5bf,mixed,,false,Source and redistribution terms must be linked file by file.
assets/data/feat_localization_it.json,assets/data,.json,7094,ba9f47385e60a7f572c9d2505247c97d70f8cb427b983f2fdde025f75446784f,mixed,,false,Source and redistribution terms must be linked file by file.
assets/data/feats.json,assets/data,.json,4455,77daa3ce49c5ba2aefa1e3936599a4732a0093b294fe5d2c862a344a66493c54,mixed,,false,Source and redistribution terms must be linked file by file.
assets/data/filter_data.json,assets/data,.json,94870,6d2a443562359cdcbeea7b4c6adf9171ef8fb23603fe6b6be6e14c5627aeeaf5,mixed,,false,Source and redistribution terms must be linked file by file.
assets/data/index_order.json,assets/data,.json,24579,e42ff3fb5fe6665b6d5db857c13920a41d05cc75b67ae62c7745bf56e81423fe,mixed,,false,Source and redistribution terms must be linked file by file.
assets/data/item_localization_it_berry_088_115.json,assets/data,.json,7725,0eb09a3ac3f0a779994bda7b2e12da646ab1499796553a8c2c81d6bf66ea3d15,mixed,,false,Source and redistribution terms must be linked file by file.
assets/data/item_localization_it_evolution_116_154.json,assets/data,.json,9405,ac53cbe73af1ab42a90c3625e70ddd592a64b9a15a0c0cf233dc792bc972f8d6,mixed,,false,Source and redistribution terms must be linked file by file.
assets/data/item_localization_it_held_155_164.json,assets/data,.json,2514,d69097e43d6901bb4d3718ec88ad4c30f58e72f2ee8b3dd6d7929b3e95d60e8e,mixed,,false,Source and redistribution terms must be linked file by file.
assets/data/item_localization_it_held_165_174.json,assets/data,.json,2241,4ed5920ae1e054077886f2af4b8b08dd0d32a63f103816800c6018df53754520,mixed,,false,Source and redistribution terms must be linked file by file.
assets/data/item_localization_it_held_175_184.json,assets/data,.json,2191,16ac09f8ca5cc3a605c63167ab1873796ec913760f93cc0eeae93ceddd0b5270,mixed,,false,Source and redistribution terms must be linked file by file.
assets/data/item_localization_it_held_185_194.json,assets/data,.json,2162,f9b86cf0c0d3b46e52d3604ac4e705a0aa693ae8fe45daf48c9b72ac4a08625f,mixed,,false,Source and redistribution terms must be linked file by file.
assets/data/item_localization_it_held_195_204.json,assets/data,.json,2054,1f232b12de4ce1d773d4e9cadadb3be8aa26a6b30c7c36f68b832aafcf107304,mixed,,false,Source and redistribution terms must be linked file by file.
assets/data/item_localization_it_held_205_214.json,assets/data,.json,2996,3e5b84c5540811a3b6741b3dc24ed7221e2b42961d19dc61c1241d54f8dc97a1,mixed,,false,Source and redistribution terms must be linked file by file.
assets/data/item_localization_it_held_215_224.json,assets/data,.json,3129,de2dd143353e77817876fda18af4812049ff29d4c9ce062428edd527249b510a,mixed,,false,Source and redistribution terms must be linked file by file.
assets/data/item_localization_it_held_225_234.json,assets/data,.json,3481,a5adbfaaf1c9e30b9515536f498ed2325fd807c4b059aac45330a2d6cfad46c4,mixed,,false,Source and redistribution terms must be linked file by file.
assets/data/item_localization_it_held_235_244.json,assets/data,.json,2885,b994e51853e591b72be35704f59e900b21a3347e6fcf3ec77e6521eacb7ca148,mixed,,false,Source and redistribution terms must be linked file by file.
assets/data/item_localization_it_held_245_254.json,assets/data,.json,2118,6d06702e84a577db7d5a418e178a0e938dbe109f015a5af68d898d2a673bde5c,mixed,,false,Source and redistribution terms must be linked file by file.
assets/data/item_localization_it_held_255_264.json,assets/data,.json,2285,d0a5789d801b53765b6628d7c57e8241eb263d45d497b766d7c53cb9922377cb,mixed,,false,Source and redistribution terms must be linked file by file.
assets/data/item_localization_it_held_265_274.json,assets/data,.json,2170,bf1a6d862ba168d71caf28a09398c8dbd2b171259fa054b6168149dc366d6383,mixed,,false,Source and redistribution terms must be linked file by file.
assets/data/item_localization_it_held_275_284.json,assets/data,.json,2769,740a58d5513410740386e6472ddde0f50e7f4e2ce75c06084a01119941fe11a5,mixed,,false,Source and redistribution terms must be linked file by file.
assets/data/item_localization_it_held_285_294.json,assets/data,.json,3395,90a416850f78f82cb7a8d12b464653a400f4a364374e9d148f9b8638637e9b57,mixed,,false,Source and redistribution terms must be linked file by file.
assets/data/item_localization_it_held_295_304.json,assets/data,.json,2794,584e5b2fd60220c6ec5c31069c3243d7d082193a369f5f5165f42b81b78479e9,mixed,,false,Source and redistribution terms must be linked file by file.
assets/data/item_localization_it_held_305_314.json,assets/data,.json,2919,0174380a1faebaf18de0d99a9fc7e045d104d1724ed262dc99e5a3a9ff543ed1,mixed,,false,Source and redistribution terms must be linked file by file.
assets/data/item_localization_it_held_315_317.json,assets/data,.json,1134,541813774ade3f2c92b19c7e2cc9ecccc51a0d07447a84a5f4d1cc1ec64bb6c6,mixed,,false,Source and redistribution terms must be linked file by file.
assets/data/item_localization_it_medicine_025_055.json,assets/data,.json,10098,e33d99b77f7324c771c84955636025d4dd7e3c393ff6d7bf0122a01aebb2d72e,mixed,,false,Source and redistribution terms must be linked file by file.
assets/data/item_localization_it_medicine_056_087.json,assets/data,.json,8260,a2baaafcf816389056f298ef43f813cd2634b321e95fb7fd6cfcfe5e7c8d621b,mixed,,false,Source and redistribution terms must be linked file by file.
assets/data/item_localization_it_pokeball_001_024.json,assets/data,.json,7346,adae44a7db63776fb85d9a6b06eaa5242aedd26f7b7df75f35749a5d08631e05,mixed,,false,Source and redistribution terms must be linked file by file.
assets/data/item_localization_it_trainer_gear_318_327.json,assets/data,.json,5221,00cf0fd15f2d5dffc93cffee9ab73710e2a966430163eb157038a6bec6affec1,mixed,,false,Source and redistribution terms must be linked file by file.
assets/data/item_localization_it_trainer_gear_328_337.json,assets/data,.json,3118,516f8c2b8a3d1a4a805e226a642f8898270e86b677c939ea6121d795c5c718a4,mixed,,false,Source and redistribution terms must be linked file by file.
assets/data/item_localization_it_trainer_gear_338_347.json,assets/data,.json,3698,02327a603ef991efecebc60892a00542c9f786835967335068b204ff9aaa2d38,mixed,,false,Source and redistribution terms must be linked file by file.
assets/data/item_localization_it_trainer_gear_348_357.json,assets/data,.json,3158,09bd5b0d58290b3efadc07775ede55aac6f9449329e12fbaa758d5b040860780,mixed,,false,Source and redistribution terms must be linked file by file.
assets/data/item_localization_it_trainer_gear_358_366.json,assets/data,.json,3292,e9dd2559a8d3534fbda24f44f7ac3560b4f72d9e55c13cabd743e9401b591d64,mixed,,false,Source and redistribution terms must be linked file by file.
assets/data/items.json,assets/data,.json,10593,6031fa30e2213d2f13a0de357f080be66839942bf72591f392857e89b70cae4d,mixed,,false,Source and redistribution terms must be linked file by file.
assets/data/move_index.json,assets/data,.json,13301,ce422c9cab440005bc8e9c1b390a6d6486644e784b27c3b434ba675627a61345,mixed,,false,Source and redistribution terms must be linked file by file.
assets/data/move_localization_it_001_010.json,assets/data,.json,5970,5cb1afff8714365d03d2594d788a7f263d391b718ebbeea2d2cff2e7e3185a57,mixed,,false,Source and redistribution terms must be linked file by file.
assets/data/move_localization_it_011_020.json,assets/data,.json,5488,e6eb8208104679880683f001c812f3d89ca8ff7c47e88227dba32d3eeafdf1ad,mixed,,false,Source and redistribution terms must be linked file by file.
assets/data/move_localization_it_021_030.json,assets/data,.json,5046,d46338c8bdc0bb8f5f693b9d94acf8ceb9e3b1c28b806b9af93ec6d8abe65aaa,mixed,,false,Source and redistribution terms must be linked file by file.
assets/data/move_localization_it_031_040.json,assets/data,.json,5546,78af50afa3bad0d7b4882c0c2869140524d6656626b2d34c7057cef78bf448d0,mixed,,false,Source and redistribution terms must be linked file by file.
assets/data/move_localization_it_041_050.json,assets/data,.json,5397,d52f4c299dbae5fb8b374e1162e3c518fd7713ee0dd0bc4550f98b6dae087c66,mixed,,false,Source and redistribution terms must be linked file by file.
assets/data/move_localization_it_051_060.json,assets/data,.json,5802,83a4433700cba46a87814be441c2d57e9960c07fb97aaaa8ae1394c482f5abfa,mixed,,false,Source and redistribution terms must be linked file by file.
assets/data/move_localization_it_061_070.json,assets/data,.json,6346,ea1dffe86e7cbdcebdb1b716118af20a11c02cd5eeef5d646d87c90664a142c4,mixed,,false,Source and redistribution terms must be linked file by file.
assets/data/move_localization_it_071_080.json,assets/data,.json,5902,792f83b6fa3fb535d91ceb15e8a05b7dd5df66407aba8e23f17938ae0cd3bc13,mixed,,false,Source and redistribution terms must be linked file by file.
assets/data/move_localization_it_081_090.json,assets/data,.json,6096,597e4c3e48816fd09c581b1d6ce012544cba818a96eebf915a86d00eab2a0f11,mixed,,false,Source and redistribution terms must be linked file by file.
assets/data/move_localization_it_091_100.json,assets/data,.json,5725,d372a56c998d6c7a996f36d799a3d86b91ed88ff161a228f385fa55b9ae685ff,mixed,,false,Source and redistribution terms must be linked file by file.
assets/data/move_localization_it_101_110.json,assets/data,.json,6184,39ddfec94a32cc3a050557adf5584ab6aa8439ac72a4d8c29b4ba78c13d35eaa,mixed,,false,Source and redistribution terms must be linked file by file.
assets/data/move_localization_it_111_120.json,assets/data,.json,4980,79a30971b006982f0c30ab334550e787cd612732b65c56d3ca39ee056434b48d,mixed,,false,Source and redistribution terms must be linked file by file.
assets/data/move_localization_it_121_130.json,assets/data,.json,4606,e24050a9734f5e964a6594c70957c716cd8d11fbcee063258ab5cf36a2303deb,mixed,,false,Source and redistribution terms must be linked file by file.
assets/data/move_localization_it_131_140.json,assets/data,.json,5035,c05b4e2cf4408745c0f0804eb565188ae6cff933d2c14c93d1b918d6bc957be0,mixed,,false,Source and redistribution terms must be linked file by file.
assets/data/move_localization_it_141_150.json,assets/data,.json,4722,70075a8d0ae15f60e1155a51612470114128d0b902ddfc7e912eee3d6ab1ba0c,mixed,,false,Source and redistribution terms must be linked file by file.
assets/data/move_localization_it_151_160.json,assets/data,.json,5809,fb6815416add05284c3b7eee9afbbaf407b61facb2af1d0d3cd869031fee22e3,mixed,,false,Source and redistribution terms must be linked file by file.
assets/data/move_localization_it_161_170.json,assets/data,.json,5975,a28248246fbf883c8d6272d26e74291264d6f2d1cba723417aab6f6917194a39,mixed,,false,Source and redistribution terms must be linked file by file.
assets/data/move_localization_it_171_180.json,assets/data,.json,4815,a435b7d21d5e76d87f0292e0af380933ad06868a0a8b06f6d80eae51235ff470,mixed,,false,Source and redistribution terms must be linked file by file.
assets/data/move_localization_it_181_190.json,assets/data,.json,4902,275af0505ed3040e3e19832d650e62e8ada02c6f4c87837d3b87d3033c14f71f,mixed,,false,Source and redistribution terms must be linked file by file.
assets/data/move_localization_it_191_200.json,assets/data,.json,5388,bd7d972dc96e56c9956ea4861f9ed8777461b4040ab8aa3cf753d2cd5a3ae041,mixed,,false,Source and redistribution terms must be linked file by file.
assets/data/move_localization_it_201_210.json,assets/data,.json,5095,c196158689b800d07a303e8272ef60f67cfa753a074090122c3f367b8ce7fe73,mixed,,false,Source and redistribution terms must be linked file by file.
assets/data/move_localization_it_211_220.json,assets/data,.json,5125,22434fad2ec29be98bb1774d1a25cb877f2f658e27092b707ab36b8ce16c54dc,mixed,,false,Source and redistribution terms must be linked file by file.
assets/data/move_localization_it_221_230.json,assets/data,.json,4928,d97eba52576f1e9537263c91059cc50534b5c49fdbd0f8c63f605027cd86f69d,mixed,,false,Source and redistribution terms must be linked file by file.
assets/data/move_localization_it_231_240.json,assets/data,.json,5115,e8a43315e14776bc1b00644ff9a352791956a34e003ecf1afbe61f0da86635b6,mixed,,false,Source and redistribution terms must be linked file by file.
assets/data/move_localization_it_241_250.json,assets/data,.json,5546,296283351cfd4ac9a61c1758f86742cf19209033fc785ad371c178bb6136afbc,mixed,,false,Source and redistribution terms must be linked file by file.
assets/data/move_localization_it_251_260.json,assets/data,.json,6470,a8e6681c63b62033eedb1aa6a86ccdd6a74dafe8805166f5c276f1a846e5be9e,mixed,,false,Source and redistribution terms must be linked file by file.
assets/data/move_localization_it_261_310.json,assets/data,.json,28019,0cab003544d86fff34513cc124f562cdfd7fd717fb5dd25604f50f8410a9409a,mixed,,false,Source and redistribution terms must be linked file by file.
assets/data/move_localization_it_311_360.json,assets/data,.json,28316,0b08869264c01e4c0c3ed4f1dc6a451afdf2df1a92ac093989fc7a9ad4c6371b,mixed,,false,Source and redistribution terms must be linked file by file.
assets/data/move_localization_it_361_410.json,assets/data,.json,27259,29720bb0d55439b503c7448bbb44f9fa53ec419c2d163bc720cebf4b3288c7e3,mixed,,false,Source and redistribution terms must be linked file by file.
assets/data/move_localization_it_411_450.json,assets/data,.json,21374,c3a5118a50a4555d55e1171d7997e5127a398bd19c74e1c53d34bb210e48d571,mixed,,false,Source and redistribution terms must be linked file by file.
assets/data/move_localization_it_451_500.json,assets/data,.json,30922,0bbba107ce03dc646987b5722045ff359a2a2b6b6575530a2a224d35fee9108b,mixed,,false,Source and redistribution terms must be linked file by file.
assets/data/move_localization_it_501_550.json,assets/data,.json,26869,d45affcb1fa3ab34911b8a6671d985367ee4dcebe4751bf196ad1bce88e78e12,mixed,,false,Source and redistribution terms must be linked file by file.
assets/data/move_localization_it_551_600.json,assets/data,.json,27744,c9f4fac9e076ce601243e6d0f0035030be8bf09cf78c90358a5a45ecbe117189,mixed,,false,Source and redistribution terms must be linked file by file.
assets/data/move_localization_it_601_650.json,assets/data,.json,28843,fa347e850a4a49e00ca955c381e2ae1da8481fa034d7cead4e064f0ca83dd651,mixed,,false,Source and redistribution terms must be linked file by file.
assets/data/move_localization_it_651_700.json,assets/data,.json,29157,fcb295cf8a90456cb362676efeb79c490425c0e47eb53f1b782431e835167b7e,mixed,,false,Source and redistribution terms must be linked file by file.
assets/data/move_localization_it_701_750.json,assets/data,.json,28312,212307582c600a7c8a32d6d35a53dd75f1a0a7d87235cb4fe54587263061829d,mixed,,false,Source and redistribution terms must be linked file by file.
assets/data/move_localization_it_751_800.json,assets/data,.json,28840,dbea8aa1dd2abadc24bac5ee6880bbf46db5be654e3a8ef61f12b1f88acab108,mixed,,false,Source and redistribution terms must be linked file by file.
assets/data/move_localization_it_801_830.json,assets/data,.json,16256,fabf49f5857a3e3a66221babd7c4dc0185ba92df9912631571fee1c7efaf8e99,mixed,,false,Source and redistribution terms must be linked file by file.
assets/data/moves/Absorb.json,assets/data,.json,810,67485f5563ae4d45dc97f765c2a96ea04a5a55362bcd146b29038104031e3939,mixed,,false,Source and redistribution terms must be linked file by file.
assets/data/moves/Accelerock.json,assets/data,.json,866,2844c1b4e7527b9cd961121f4e452455c7e796d228d4b7bb117aa2176df52750,mixed,,false,Source and redistribution terms must be linked file by file.
assets/data/moves/Acid Armor.json,assets/data,.json,837,78a133cb5371199f3cd99a77443683203092a003190ad56bbe27b4fd542d1082,mixed,,false,Source and redistribution terms must be linked file by file.
assets/data/moves/Acid Spray.json,assets/data,.json,1018,ed1886da130847d1ccb244e1564cbb3f266040f99da19f7d7c12c6e9a9d0e6a7,mixed,,false,Source and redistribution terms must be linked file by file.
assets/data/moves/Acid.json,assets/data,.json,822,662ba8349f4fe4fce6c909a405b5fa6ec49abf7b807acc3a085367496c66b295,mixed,,false,Source and redistribution terms must be linked file by file.
assets/data/moves/Acrobatics.json,assets/data,.json,820,249ba5511a26849fab57aa78b1b42bfb4e276e4ca6de9201fc92db10d82cb065,mixed,,false,Source and redistribution terms must be linked file by file.
assets/data/moves/Acupressure.json,assets/data,.json,689,a071d86e573835a3585bfebdd5f25ce39f6bd502411a103a1f86bdf68aebc4a7,mixed,,false,Source and redistribution terms must be linked file by file.
assets/data/moves/Aerial Ace.json,assets/data,.json,851,2cad546806a3172d60f63edbe7eb2c35b4d5799bf0dd96e36c3b3e3f77bb94e2,mixed,,false,Source and redistribution terms must be linked file by file.
assets/data/moves/Aeroblast.json,assets/data,.json,890,845e6c67be9d1dbd9084d656ebabce89ee93826fc18a54c024ce4c86c2cee054,mixed,,false,Source and redistribution terms must be linked file by file.
assets/data/moves/After You.json,assets/data,.json,340,a2c64a8c9079d52e22e6104afb71b6642d3dac2b7ff283c695057a3344b04a9a,mixed,,false,Source and redistribution terms must be linked file by file.
assets/data/moves/Agility.json,assets/data,.json,333,18f9fa3cfbf062366faad39af63d425bbe8ecc32168ba50398fca74c8c3a6a13,mixed,,false,Source and redistribution terms must be linked file by file.
assets/data/moves/Air Cutter.json,assets/data,.json,814,62e61b49ea92163ad5f10006e8fe8db7dd4558a76c97c8d4bf196a9117ccc933,mixed,,false,Source and redistribution terms must be linked file by file.
assets/data/moves/Air Slash.json,assets/data,.json,823,379a4aa32d84e0627697e85377aa2f5bfb495012ed81de913d0265705ae4d980,mixed,,false,Source and redistribution terms must be linked file by file.
assets/data/moves/Ally Switch.json,assets/data,.json,257,46594cedbaddea9bd76d58c05f1e0a2d9dd2e2d83d11fff7b04e14135f64efdf,mixed,,false,Source and redistribution terms must be linked file by file.
assets/data/moves/Amnesia.json,assets/data,.json,338,bf18b835e5db95a5375f3e47d95e008e005b5a69c4882bbca93507aaa7768197,mixed,,false,Source and redistribution terms must be linked file by file.
assets/data/moves/Anchor Shot.json,assets/data,.json,1064,4fdb0436d9d5aa15c0f15fb88db6cddfd163beb6c66acf525cd430e328de27d5,mixed,,false,Source and redistribution terms must be linked file by file.
assets/data/moves/Ancient Power.json,assets/data,.json,932,27261426b8daaf39c006b59806ad50e3ce53832ba4e8ca579ceb6f6f669eac22,mixed,,false,Source and redistribution terms must be linked file by file.
assets/data/moves/Aqua Jet.json,assets/data,.json,896,21680d409364649b4c90a70bef3011e148e252641868738afc4573acae0068b3,mixed,,false,Source and redistribution terms must be linked file by file.
assets/data/moves/Aqua Ring.json,assets/data,.json,345,63750674ddd903aa199b263f6e46b93ae6e1affa56d9e8549906542ff1f7c629,mixed,,false,Source and redistribution terms must be linked file by file.
assets/data/moves/Aqua Tail.json,assets/data,.json,756,1a5c313b5d2b7bd3ff2fef7740ab49f69b991222dcbe0f1a2ef7025e2d61533c,mixed,,false,Source and redistribution terms must be linked file by file.
assets/data/moves/Arm Thrust.json,assets/data,.json,1002,0a089ea1ac7608ae33d9011a9dd496a251b555a711586de325c553301bd7f851,mixed,,false,Source and redistribution terms must be linked file by file.
assets/data/moves/Aromatherapy.json,assets/data,.json,295,34a876e5cd44dd1f015606e5cd4d1f02ca962523a32d19ca8daa61fe15beda83,mixed,,false,Source and redistribution terms must be linked file by file.
assets/data/moves/Aromatic Mist.json,assets/data,.json,725,be0a5b5d39e553a07d4aff3f87eb595b0c2c18ac21557d3e6d86ecaf24ea750f,mixed,,false,Source and redistribution terms must be linked file by file.
assets/data/moves/Assist.json,assets/data,.json,345,d035144f21eaa12cbf0aea6bc8d7bf338fdbd5c977c42ad09a002da2b068ada1,mixed,,false,Source and redistribution terms must be linked file by file.
assets/data/moves/Assurance.json,assets/data,.json,846,4ba3562ce28431039c6a74624fc97d9ad11518352252cc58bb8241f26b5f6640,mixed,,false,Source and redistribution terms must be linked file by file.
assets/data/moves/Astonish.json,assets/data,.json,828,69a23fc735508004f32eb046ad6db4cf5195f431081d2b7ff8078465eb716834,mixed,,false,Source and redistribution terms must be linked file by file.
assets/data/moves/Attack Order.json,assets/data,.json,818,3240917d0f48579f20d0a11b95a795c9b5ca605aa0135d7127b30df2cb4b7ef3,mixed,,false,Source and redistribution terms must be linked file by file.
assets/data/moves/Attract.json,assets/data,.json,374,32a4e6493583f8d33da3f4de0fd9296e1ebe5abc811ba9520f94a91aa7b69950,mixed,,false,Source and redistribution terms must be linked file by file.
assets/data/moves/Aura Sphere.json,assets/data,.json,875,5e285c76d4ef38145715bf559991808ed8be849849a387b0b15b5177970942fd,mixed,,false,Source and redistribution terms must be linked file by file.
assets/data/moves/Aurora Beam.json,assets/data,.json,887,5340b02eca268eacbaf4038be0ad02b9169cb65a74f772abf410894046116efb,mixed,,false,Source and redistribution terms must be linked file by file.
assets/data/moves/Aurora Veil.json,assets/data,.json,350,6fb16a367573d588bcc6252bdfdaaf8eaeb9f2bc4c99fc3f32ea41c4be032e86,mixed,,false,Source and redistribution terms must be linked file by file.
assets/data/moves/Autotomize.json,assets/data,.json,323,c8308e7ce0fd0bbaea981da5485f7668fc9988c463507c6ef156fa8be8d55f38,mixed,,false,Source and redistribution terms must be linked file by file.
